slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,stem_width,cap_type_bin_3,stem_type_bin_3,cap_roundness_zone,stem_width_zone,cap_value_range_3,stem_value_range_3,cap_heatmap_bin_9,stem_heatmap_bin_9,type_id_within_color_1to9,global_type_id_1to72,is_noisy_type,noise_type,noise_alpha,gaussian_noise_mean,gaussian_noise_std,gaussian_noise_value,assigned_value_original,assigned_value_pre_noise,assigned_value_bin_anchor,assigned_value_nk_raw,assigned_value_nk_clipped,nk_cap_weight_bin1,nk_cap_weight_bin2,nk_cap_weight_bin3,nk_stem_weight_bin1,nk_stem_weight_bin2,nk_stem_weight_bin3,assigned_value_mixed_raw,assigned_value_mixed_clipped,assigned_value,reward_range_3,noise_delta,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,spot_radius,scale,have_ring,ring_position,have_pattern,pattern_type,pattern_label,external,in_neutral_rectangle
blue-stem12-cap1p207-n2-a0p50--1-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem12-cap1p207-n2-a0p50--1-r1-top-p2.png,images_balanced/blue-stem12-cap1p207-n2-a0p50--1-r1-top-p2.png,images_balanced/blue-stem12-cap1p207-n2-a0p50--1-r1-top-p2.png,blue,"(0, 0, 255)",1.207,12,2,3,middle,high,middle,high,6,8,6,42,True,2,0.5,0.0,5.0,-5.420233,3,3,4,3.445157,3.445157,0.010967,0.971348,0.017685,0.035891,0.23732,0.726789,-0.987538,-0.987538,-1,middle,-4,0.563,22,14,2,8,2,16,True,top,True,2,stripes,True,False
blue-stem13-cap1p207-n2-a0p50-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem13-cap1p207-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem13-cap1p207-n2-a0p50-+1-r0-none-p2.png,images_balanced/blue-stem13-cap1p207-n2-a0p50-+1-r0-none-p2.png,blue,"(0, 0, 255)",1.207,13,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,-2.304937,4,4,4,3.908718,3.908718,0.010967,0.971348,0.017685,0.00944,0.046615,0.943945,0.801891,0.801891,1,middle,-3,0.565,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem14-cap1p207-n2-a0p50-+4-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem14-cap1p207-n2-a0p50-+4-r0-none-p1.png,images_balanced/blue-stem14-cap1p207-n2-a0p50-+4-r0-none-p1.png,images_balanced/blue-stem14-cap1p207-n2-a0p50-+4-r0-none-p1.png,blue,"(0, 0, 255)",1.207,14,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,3.543444,4,4,4,4.031121,4.031121,0.010967,0.971348,0.017685,0.0,0.0,1.0,3.787282,3.787282,4,high,0,0.566,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem03-cap1p237-n2-a0p50-+3-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem03-cap1p237-n2-a0p50-+3-r1-middle-p2.png,images_balanced/blue-stem03-cap1p237-n2-a0p50-+3-r1-middle-p2.png,images_balanced/blue-stem03-cap1p237-n2-a0p50-+3-r1-middle-p2.png,blue,"(0, 0, 255)",1.237,3,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,4.435276,1,1,1,0.964204,0.964204,0.016627,0.952659,0.030714,1.0,0.0,0.0,2.69974,2.69974,3,middle,2,0.567,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
blue-stem04-cap1p237-n2-a0p50-+1-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem04-cap1p237-n2-a0p50-+1-r1-bottom-p0.png,images_balanced/blue-stem04-cap1p237-n2-a0p50-+1-r1-bottom-p0.png,images_balanced/blue-stem04-cap1p237-n2-a0p50-+1-r1-bottom-p0.png,blue,"(0, 0, 255)",1.237,4,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-0.192809,1,1,1,1.043788,1.043788,0.016627,0.952659,0.030714,0.943945,0.046615,0.00944,0.42549,0.42549,1,middle,0,0.569,22,14,2,8,2,16,True,bottom,False,0,none,True,False
blue-stem05-cap1p237-n2-a0p50-+2-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem05-cap1p237-n2-a0p50-+2-r1-bottom-p2.png,images_balanced/blue-stem05-cap1p237-n2-a0p50-+2-r1-bottom-p2.png,images_balanced/blue-stem05-cap1p237-n2-a0p50-+2-r1-bottom-p2.png,blue,"(0, 0, 255)",1.237,5,2,1,middle,low,middle,low,6,2,4,40,True,2,0.5,0.0,5.0,3.06632,1,1,1,1.331722,1.331722,0.016627,0.952659,0.030714,0.726789,0.23732,0.035891,2.199021,2.199021,2,middle,1,0.57,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
blue-stem06-cap1p237-n2-a0p50-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem06-cap1p237-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem06-cap1p237-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem06-cap1p237-n2-a0p50-+2-r0-none-p1.png,blue,"(0, 0, 255)",1.237,6,2,1,middle,low,middle,low,6,3,4,40,True,2,0.5,0.0,5.0,2.257976,2,2,1,1.735819,1.735819,0.016627,0.952659,0.030714,0.387503,0.558004,0.054493,1.996897,1.996897,2,middle,0,0.572,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem07-cap1p237-n2-a0p50-+2-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem07-cap1p237-n2-a0p50-+2-r0-none-p0.png,images_balanced/blue-stem07-cap1p237-n2-a0p50-+2-r0-none-p0.png,images_balanced/blue-stem07-cap1p237-n2-a0p50-+2-r0-none-p0.png,blue,"(0, 0, 255)",1.237,7,2,2,middle,middle,middle,middle,6,4,5,41,True,2,0.5,0.0,5.0,2.345665,2,2,2,1.994675,1.994675,0.016627,0.952659,0.030714,0.118517,0.842784,0.038699,2.17017,2.17017,2,middle,0,0.573,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem08-cap1p237-n2-a0p50-+5-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem08-cap1p237-n2-a0p50-+5-r0-none-p0.png,images_balanced/blue-stem08-cap1p237-n2-a0p50-+5-r0-none-p0.png,images_balanced/blue-stem08-cap1p237-n2-a0p50-+5-r0-none-p0.png,blue,"(0, 0, 255)",1.237,8,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,8.308252,2,2,2,2.047928,2.047928,0.016627,0.952659,0.030714,0.009834,0.983338,0.006829,5.17809,5.17809,5,high,3,0.574,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem09-cap1p237-n2-a0p50-+4-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem09-cap1p237-n2-a0p50-+4-r1-top-p0.png,images_balanced/blue-stem09-cap1p237-n2-a0p50-+4-r1-top-p0.png,images_balanced/blue-stem09-cap1p237-n2-a0p50-+4-r1-top-p0.png,blue,"(0, 0, 255)",1.237,9,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,5.299683,2,2,2,2.057227,2.057227,0.016627,0.952659,0.030714,0.006829,0.983338,0.009834,3.678455,3.678455,4,high,2,0.576,22,14,2,8,2,16,True,top,False,0,none,True,False
blue-stem10-cap1p237-n2-a0p50--2-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem10-cap1p237-n2-a0p50--2-r0-none-p0.png,images_balanced/blue-stem10-cap1p237-n2-a0p50--2-r0-none-p0.png,images_balanced/blue-stem10-cap1p237-n2-a0p50--2-r0-none-p0.png,blue,"(0, 0, 255)",1.237,10,2,2,middle,middle,middle,middle,6,6,5,41,True,2,0.5,0.0,5.0,-6.33446,2,2,2,2.241685,2.241685,0.016627,0.952659,0.030714,0.038699,0.842784,0.118517,-2.046387,-2.046387,-2,middle,-4,0.577,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem11-cap1p237-n2-a0p50-+5-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem11-cap1p237-n2-a0p50-+5-r1-middle-p2.png,images_balanced/blue-stem11-cap1p237-n2-a0p50-+5-r1-middle-p2.png,images_balanced/blue-stem11-cap1p237-n2-a0p50-+5-r1-middle-p2.png,blue,"(0, 0, 255)",1.237,11,2,3,middle,high,middle,high,6,7,6,42,True,2,0.5,0.0,5.0,8.1487,3,3,4,2.76638,2.76638,0.016627,0.952659,0.030714,0.054493,0.558004,0.387503,5.45754,5.45754,5,high,2,0.579,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
blue-stem12-cap1p237-n2-a0p50--1-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem12-cap1p237-n2-a0p50--1-r1-top-p1.png,images_balanced/blue-stem12-cap1p237-n2-a0p50--1-r1-top-p1.png,images_balanced/blue-stem12-cap1p237-n2-a0p50--1-r1-top-p1.png,blue,"(0, 0, 255)",1.237,12,2,3,middle,high,middle,high,6,8,6,42,True,2,0.5,0.0,5.0,-6.148182,3,3,4,3.469833,3.469833,0.016627,0.952659,0.030714,0.035891,0.23732,0.726789,-1.339174,-1.339174,-1,middle,-4,0.58,22,14,2,8,2,16,True,top,True,1,spots,True,False
blue-stem13-cap1p237-n2-a0p50--2-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem13-cap1p237-n2-a0p50--2-r1-top-p2.png,images_balanced/blue-stem13-cap1p237-n2-a0p50--2-r1-top-p2.png,images_balanced/blue-stem13-cap1p237-n2-a0p50--2-r1-top-p2.png,blue,"(0, 0, 255)",1.237,13,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,-7.163365,4,4,4,3.935788,3.935788,0.016627,0.952659,0.030714,0.00944,0.046615,0.943945,-1.613789,-1.613789,-2,middle,-6,0.581,22,14,2,8,2,16,True,top,True,2,stripes,True,False
blue-stem14-cap1p237-n2-a0p50--1-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem14-cap1p237-n2-a0p50--1-r1-top-p2.png,images_balanced/blue-stem14-cap1p237-n2-a0p50--1-r1-top-p2.png,images_balanced/blue-stem14-cap1p237-n2-a0p50--1-r1-top-p2.png,blue,"(0, 0, 255)",1.237,14,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,-4.59729,4,4,4,4.058887,4.058887,0.016627,0.952659,0.030714,0.0,0.0,1.0,-0.269202,-0.269202,-1,middle,-5,0.583,22,14,2,8,2,16,True,top,True,2,stripes,True,False
blue-stem03-cap1p268-n2-a0p50-+1-r1-bottom-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem03-cap1p268-n2-a0p50-+1-r1-bottom-p1.png,images_balanced/blue-stem03-cap1p268-n2-a0p50-+1-r1-bottom-p1.png,images_balanced/blue-stem03-cap1p268-n2-a0p50-+1-r1-bottom-p1.png,blue,"(0, 0, 255)",1.268,3,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,0.394062,1,1,1,0.957023,0.957023,0.022967,0.928144,0.048889,1.0,0.0,0.0,0.675543,0.675543,1,middle,0,0.584,22,14,2,8,2,16,True,bottom,True,1,spots,True,False
blue-stem04-cap1p268-n2-a0p50--2-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem04-cap1p268-n2-a0p50--2-r0-none-p0.png,images_balanced/blue-stem04-cap1p268-n2-a0p50--2-r0-none-p0.png,images_balanced/blue-stem04-cap1p268-n2-a0p50--2-r0-none-p0.png,blue,"(0, 0, 255)",1.268,4,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-5.818919,1,1,1,1.038804,1.038804,0.022967,0.928144,0.048889,0.943945,0.046615,0.00944,-2.390057,-2.390057,-2,middle,-3,0.586,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem05-cap1p268-n2-a0p50-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem05-cap1p268-n2-a0p50-+1-r0-none-p0.png,images_balanced/blue-stem05-cap1p268-n2-a0p50-+1-r0-none-p0.png,images_balanced/blue-stem05-cap1p268-n2-a0p50-+1-r0-none-p0.png,blue,"(0, 0, 255)",1.268,5,2,1,middle,low,middle,low,6,2,4,40,True,2,0.5,0.0,5.0,0.212052,1,1,1,1.335128,1.335128,0.022967,0.928144,0.048889,0.726789,0.23732,0.035891,0.77359,0.77359,1,middle,0,0.587,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem06-cap1p268-n2-a0p50-+3-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem06-cap1p268-n2-a0p50-+3-r0-none-p1.png,images_balanced/blue-stem06-cap1p268-n2-a0p50-+3-r0-none-p1.png,images_balanced/blue-stem06-cap1p268-n2-a0p50-+3-r0-none-p1.png,blue,"(0, 0, 255)",1.268,6,2,1,middle,low,middle,low,6,3,4,40,True,2,0.5,0.0,5.0,4.739839,2,2,1,1.752064,1.752064,0.022967,0.928144,0.048889,0.387503,0.558004,0.054493,3.245951,3.245951,3,middle,1,0.588,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem07-cap1p268-n2-a0p50--1-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem07-cap1p268-n2-a0p50--1-r1-middle-p0.png,images_balanced/blue-stem07-cap1p268-n2-a0p50--1-r1-middle-p0.png,images_balanced/blue-stem07-cap1p268-n2-a0p50--1-r1-middle-p0.png,blue,"(0, 0, 255)",1.268,7,2,2,middle,middle,middle,middle,6,4,5,41,True,2,0.5,0.0,5.0,-3.698797,2,2,2,2.020738,2.020738,0.022967,0.928144,0.048889,0.118517,0.842784,0.038699,-0.83903,-0.83903,-1,middle,-3,0.59,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem08-cap1p268-n2-a0p50-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem08-cap1p268-n2-a0p50-+3-r0-none-p0.png,images_balanced/blue-stem08-cap1p268-n2-a0p50-+3-r0-none-p0.png,images_balanced/blue-stem08-cap1p268-n2-a0p50-+3-r0-none-p0.png,blue,"(0, 0, 255)",1.268,8,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,4.695172,2,2,2,2.077655,2.077655,0.022967,0.928144,0.048889,0.009834,0.983338,0.006829,3.386413,3.386413,3,middle,1,0.591,22,14,2,8,2,16,False,none,False,0,none,False,False
blue-stem09-cap1p268-n2-a0p50-+3-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem09-cap1p268-n2-a0p50-+3-r0-none-p2.png,images_balanced/blue-stem09-cap1p268-n2-a0p50-+3-r0-none-p2.png,images_balanced/blue-stem09-cap1p268-n2-a0p50-+3-r0-none-p2.png,blue,"(0, 0, 255)",1.268,9,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,3.429731,2,2,2,2.087101,2.087101,0.022967,0.928144,0.048889,0.006829,0.983338,0.009834,2.758416,2.758416,3,middle,1,0.592,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem10-cap1p268-n2-a0p50-+3-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem10-cap1p268-n2-a0p50-+3-r0-none-p1.png,images_balanced/blue-stem10-cap1p268-n2-a0p50-+3-r0-none-p1.png,images_balanced/blue-stem10-cap1p268-n2-a0p50-+3-r0-none-p1.png,blue,"(0, 0, 255)",1.268,10,2,2,middle,middle,middle,middle,6,6,5,41,True,2,0.5,0.0,5.0,3.35761,2,2,2,2.271661,2.271661,0.022967,0.928144,0.048889,0.038699,0.842784,0.118517,2.814636,2.814636,3,middle,1,0.594,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem11-cap1p268-n2-a0p50--1-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem11-cap1p268-n2-a0p50--1-r1-middle-p0.png,images_balanced/blue-stem11-cap1p268-n2-a0p50--1-r1-middle-p0.png,images_balanced/blue-stem11-cap1p268-n2-a0p50--1-r1-middle-p0.png,blue,"(0, 0, 255)",1.268,11,2,3,middle,high,middle,high,6,7,6,42,True,2,0.5,0.0,5.0,-3.932018,3,3,4,2.798953,2.798953,0.022967,0.928144,0.048889,0.054493,0.558004,0.387503,-0.566533,-0.566533,-1,middle,-4,0.595,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem12-cap1p268-n2-a0p50-+1-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem12-cap1p268-n2-a0p50-+1-r1-bottom-p0.png,images_balanced/blue-stem12-cap1p268-n2-a0p50-+1-r1-bottom-p0.png,images_balanced/blue-stem12-cap1p268-n2-a0p50-+1-r1-bottom-p0.png,blue,"(0, 0, 255)",1.268,12,2,3,middle,high,middle,high,6,8,6,42,True,2,0.5,0.0,5.0,-2.966659,4,4,4,3.507113,3.507113,0.022967,0.928144,0.048889,0.035891,0.23732,0.726789,0.270227,0.270227,1,middle,-3,0.597,22,14,2,8,2,16,True,bottom,False,0,none,True,False
blue-stem13-cap1p268-n2-a0p50-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem13-cap1p268-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem13-cap1p268-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem13-cap1p268-n2-a0p50-+2-r0-none-p1.png,blue,"(0, 0, 255)",1.268,13,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,0.484146,4,4,4,3.976622,3.976622,0.022967,0.928144,0.048889,0.00944,0.046615,0.943945,2.230384,2.230384,2,middle,-2,0.598,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem14-cap1p268-n2-a0p50-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem14-cap1p268-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem14-cap1p268-n2-a0p50-+2-r0-none-p1.png,images_balanced/blue-stem14-cap1p268-n2-a0p50-+2-r0-none-p1.png,blue,"(0, 0, 255)",1.268,14,2,3,middle,high,middle,high,6,9,6,42,True,2,0.5,0.0,5.0,0.629514,4,4,4,4.100735,4.100735,0.022967,0.928144,0.048889,0.0,0.0,1.0,2.365125,2.365125,2,middle,-2,0.599,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem03-cap1p298-n2-a0p50-+1-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem03-cap1p298-n2-a0p50-+1-r1-middle-p2.png,images_balanced/blue-stem03-cap1p298-n2-a0p50-+1-r1-middle-p2.png,images_balanced/blue-stem03-cap1p298-n2-a0p50-+1-r1-middle-p2.png,blue,"(0, 0, 255)",1.298,3,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,-0.813043,1,1,1,0.954571,0.954571,0.029241,0.899222,0.071536,1.0,0.0,0.0,0.070764,0.070764,1,middle,0,0.601,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
blue-stem04-cap1p298-n2-a0p50-+2-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem04-cap1p298-n2-a0p50-+2-r0-none-p2.png,images_balanced/blue-stem04-cap1p298-n2-a0p50-+2-r0-none-p2.png,images_balanced/blue-stem04-cap1p298-n2-a0p50-+2-r0-none-p2.png,blue,"(0, 0, 255)",1.298,4,2,1,middle,low,middle,low,6,1,4,40,True,2,0.5,0.0,5.0,2.753925,1,1,1,1.038831,1.038831,0.029241,0.899222,0.071536,0.943945,0.046615,0.00944,1.896378,1.896378,2,middle,1,0.602,22,14,2,8,2,16,False,none,True,2,stripes,True,False
blue-stem05-cap1p298-n2-a0p50-+1-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem05-cap1p298-n2-a0p50-+1-r1-top-p0.png,images_balanced/blue-stem05-cap1p298-n2-a0p50-+1-r1-top-p0.png,images_balanced/blue-stem05-cap1p298-n2-a0p50-+1-r1-top-p0.png,blue,"(0, 0, 255)",1.298,5,2,1,middle,low,middle,low,6,2,4,40,True,2,0.5,0.0,5.0,0.886053,1,1,1,1.344593,1.344593,0.029241,0.899222,0.071536,0.726789,0.23732,0.035891,1.115323,1.115323,1,middle,0,0.604,22,14,2,8,2,16,True,top,False,0,none,True,False
blue-stem06-cap1p298-n2-a0p50--1-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem06-cap1p298-n2-a0p50--1-r1-top-p0.png,images_balanced/blue-stem06-cap1p298-n2-a0p50--1-r1-top-p0.png,images_balanced/blue-stem06-cap1p298-n2-a0p50--1-r1-top-p0.png,blue,"(0, 0, 255)",1.298,6,2,1,middle,low,middle,low,6,3,4,40,True,2,0.5,0.0,5.0,-2.214509,2,2,1,1.775905,1.775905,0.029241,0.899222,0.071536,0.387503,0.558004,0.054493,-0.219302,-0.219302,-1,middle,-3,0.605,22,14,2,8,2,16,True,top,False,0,none,True,False
blue-stem07-cap1p298-n2-a0p50-+1-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem07-cap1p298-n2-a0p50-+1-r1-middle-p0.png,images_balanced/blue-stem07-cap1p298-n2-a0p50-+1-r1-middle-p0.png,images_balanced/blue-stem07-cap1p298-n2-a0p50-+1-r1-middle-p0.png,blue,"(0, 0, 255)",1.298,7,2,2,middle,middle,middle,middle,6,4,5,41,True,2,0.5,0.0,5.0,-1.258223,2,2,2,2.055475,2.055475,0.029241,0.899222,0.071536,0.118517,0.842784,0.038699,0.398626,0.398626,1,middle,-1,0.606,22,14,2,8,2,16,True,middle,False,0,none,True,False
blue-stem08-cap1p298-n2-a0p50--3-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem08-cap1p298-n2-a0p50--3-r0-none-p1.png,images_balanced/blue-stem08-cap1p298-n2-a0p50--3-r0-none-p1.png,images_balanced/blue-stem08-cap1p298-n2-a0p50--3-r0-none-p1.png,blue,"(0, 0, 255)",1.298,8,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,-8.018322,2,2,2,2.116378,2.116378,0.029241,0.899222,0.071536,0.009834,0.983338,0.006829,-2.950972,-2.950972,-3,middle,-5,0.608,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem09-cap1p298-n2-a0p50-+1-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem09-cap1p298-n2-a0p50-+1-r0-none-p1.png,images_balanced/blue-stem09-cap1p298-n2-a0p50-+1-r0-none-p1.png,images_balanced/blue-stem09-cap1p298-n2-a0p50-+1-r0-none-p1.png,blue,"(0, 0, 255)",1.298,9,2,2,middle,middle,middle,middle,6,5,5,41,True,2,0.5,0.0,5.0,0.117438,2,2,2,2.125998,2.125998,0.029241,0.899222,0.071536,0.006829,0.983338,0.009834,1.121718,1.121718,1,middle,-1,0.609,22,14,2,8,2,16,False,none,True,1,spots,True,False
blue-stem10-cap1p298-n2-a0p50-+2-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem10-cap1p298-n2-a0p50-+2-r1-bottom-p2.png,images_balanced/blue-stem10-cap1p298-n2-a0p50-+2-r1-bottom-p2.png,images_balanced/blue-stem10-cap1p298-n2-a0p50-+2-r1-bottom-p2.png,blue,"(0, 0, 255)",1.298,10,2,2,middle,middle,middle,middle,6,6,5,41,True,2,0.5,0.0,5.0,2.628492,2,2,2,2.311015,2.311015,0.029241,0.899222,0.071536,0.038699,0.842784,0.118517,2.469754,2.469754,2,middle,0,0.611,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
blue-stem11-cap1p298-n2-a0p50--1-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/blue-stem11-cap1p298-n2-a0p50--1-r1-middle-p0.png,images_balanced/blue-stem11-cap1p298-n2-a0p50--1-r1-middle-p0.png,images_balanced/blue-stem11-cap1p298-n2-a0p50--1-r1-middle-p0.png,blue,"(0, 0, 255)",1.298,11,2,3,middle,high,middle,high,6,7,6,42,True,2,0.5,0.0,5.0,-4.85581,3,3,4,2.842056,2.842056,0.029241,0.899222,0.071536,0.054493,0.558004,0.387503,-1.006877,-1.006877,-1,middle,-4,0.612,22,14,2,8,2,16,True,middle,False,0,none,True,False
